A1,A9,A10,A12,A16,A2,A3,A8,A11,A14,A15,A4_l,A4_u,A4_y,A5_g,A5_gg,A5_p,A6_aa,A6_c,A6_cc,A6_d,A6_e,A6_ff,A6_i,A6_j,A6_k,A6_m,A6_q,A6_r,A6_w,A6_x,A7_bb,A7_dd,A7_ff,A7_h,A7_j,A7_n,A7_o,A7_v,A7_z,A13_g,A13_p,A13_s
1,1,1,0,0,2.1160529133875947,0.5074471573548862,1.9988464350272253,3.681366420330836,-1.284710585517228,6.4608653295027345,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,1,1,1,0,-0.915485103510852,1.3972020229441664,-0.6436934802893257,-0.28844703691835233,-0.7018723905659434,-0.3296297826338184,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,1,1,0,0,0.9148954881094071,0.4401645208435717,-0.7746001595535377,-0.28844703691835233,0.1723849018609834,-0.17740383410134547,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,1,1,1,0,-0.5335590541378193,1.899501705864842,-0.1267230350594715,2.8306921080631526,-0.41045329309030115,-0.014826521068664356,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,1,1,1,0,1.3206919155682544,0.5457286574389101,2.4803167638464454,0.27866917126010315,-1.284710585517228,-0.360074972340313,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,1,1,1,0,-0.652910944566892,1.087469885900701,2.9795371508709825,0.8457853794385586,-0.41045329309030115,-0.360074972340313,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,1,1,1,0,0.4374879263931164,0.1594335202273974,2.5357856957380607,1.1293434835277865,-1.284710585517228,0.24882882178957877,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1,1,1,1,0,1.654877208769658,-0.4205892083184174,0.31702842007345056,2.8306921080631526,1.7023351636081054,1.1682735509257152,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,1,1,0,-0.7245220788243356,1.551488068737353,0.31702842007345056,1.412901587617014,-0.5561628418281223,0.13252819711076946,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,1,1,0,0,0.3897471702214873,-0.014573298336347037,0.649842011423142,-0.004888932829124595,0.7115102321909216,0.01135634207892099,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,1,0,0,0,-0.18314190383806167,-0.18858011690009147,-0.42181775272286465,-0.57200514100758,0.755223096812268,-0.360074972340313,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0,0,-0.946994002584127,-0.5748752541116041,0.20609055629022002,-0.28844703691835233,-0.5561628418281223,-0.26873940322082923,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,1,1,0,0,0.5644783378096495,0.1594335202273974,0.31702842007345056,1.1293434835277865,-1.284710585517228,-0.13660727989464272,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,1,1,0,0.2226545236207855,0.27543806593656034,1.6482827854722166,2.8306921080631526,1.6877642087343232,0.24882882178957877,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,1,0,1,0,1.7417653850020225,0.5074471573548862,1.8701585130386775,-0.57200514100758,1.265206517394642,-0.360074972340313,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,1,1,0,0,0.9148954881094071,-0.8753270274983361,-0.5704744901923935,0.27866917126010315,0.1723849018609834,0.24882882178957877,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,1,1,0,0,0.3095426998531501,-0.3625869354638359,1.093593466556064,1.1293434835277865,0.20152681160854763,-0.360074972340313,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,1,1,1,0,-1.0988096072099078,1.203474431609864,-0.07125410316785623,1.1293434835277865,-0.9932914880415857,0.005267304137622072,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
0,1,1,0,0,-0.3263641723529489,2.131510797283168,1.4264070579057555,-0.004888932829124595,-1.284710585517228,2.684443998309146,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,1,1,1,0,0.08707077609335875,-0.13057784404550998,-0.5150055583007782,1.9800177957954694,0.03396083056005332,-0.360074972340313,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,1,1,0,0,2.4979789627606275,2.7115335258289828,-0.7923502177588545,3.681366420330836,-1.284710585517228,-0.20967573519022972,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1,1,0,0,1.2089785461266422,-0.9333293003529176,-0.01578517127624098,1.6964596917062418,-0.5561628418281223,-0.13173604954160356,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,1,1,0,0,-0.7646243140085042,1.551488068737353,0.09515269250698953,-0.28844703691835233,-0.7018723905659434,-0.19079971757220307,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1,1,1,0,0,-0.29485527327967387,-0.6143167996527195,1.464125931592054,1.9800177957954694,1.6221949118023038,0.1434884654051075,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,1,1,0,0,0.2379315655957065,-0.4205892083184174,0.42796628385668106,1.1293434835277865,-0.11903419561465887,0.9015736890968227,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,1,1,1,0,-0.6767813226527065,-0.6525982997367433,0.2615594881818353,0.27866917126010315,-1.284710585517228,-0.00569296415671598,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,1,1,0,0,0.9540429081701427,0.7487366124299453,2.7576614233045214,3.3978083162416084,-1.284710585517228,1.040403754158438,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,1,1,1,0,0.015459641835915132,0.5074471573548862,0.9826556027728336,1.412901587617014,-1.284710585517228,1.5062151566678053,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,1,1,0,0,2.1475618124608697,2.479524434410657,1.6482827854722166,3.3978083162416084,-1.284710585517228,0.9795133747454489,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,1,1,1,0,1.5593956964263997,-0.8938877548118023,-0.6081933638786918,2.547134003973925,1.9208994867148368,-0.3564215495755336,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,1,1,0,0,2.6727101303487895,1.319478977319027,0.9826556027728336,3.3978083162416084,-1.284710585517228,0.6153889058557737,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,1,1,1,0,0.6675983711403682,0.5074471573548862,1.093593466556064,2.8306921080631526,-0.6071611838863598,-0.360074972340313,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,1,1,1,0,-0.6930131797510606,-0.4205892083184174,-0.31087988893963414,2.547134003973925,-0.8475819393037646,0.9697709140393705,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,1,1,1,0,0.23029304460824598,-0.6525982997367433,1.6482827854722166,0.27866917126010315,-1.284710585517228,-0.360074972340313,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,1,1,1,0,-0.8276421121550542,1.6674926144465159,-0.7923502177588545,2.547134003973925,-1.284710585517228,-0.360074972340313,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,1,1,0,0,-0.1755033828506012,-0.29530429895252136,0.33477847827876744,-0.28844703691835233,-0.774727164934854,-0.360074972340313,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1,1,1,1,0,-0.22324413902223028,-0.5365937540275804,1.0558745928697657,-0.004888932829124595,0.03396083056005332,-0.360074972340313,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,1,1,1,0,0.3572834560247792,-0.9820512095507661,-0.7746001595535377,-0.28844703691835233,0.755223096812268,0.8577326159194705,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,1,0,0,-0.2547530380955053,-0.5365937540275804,-0.3485987626259325,0.5622272753493309,-0.26474374435248,4.233495250575591,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1,1,1,1,0,1.3044600584699004,-0.5365937540275804,-0.01578517127624098,-0.004888932829124595,-1.284710585517228,-0.3509414154283646,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,1,1,1,0,-0.5020501550645443,-0.6038763905388949,-0.053504044962539334,-0.28844703691835233,1.5930530020547395,-0.34789689645771515,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1,1,0,1,0,0.15868191035080237,-0.5945960268821618,-0.7746001595535377,-0.57200514100758,1.5784820471809575,-0.360074972340313,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,1,0,1,0,2.8875435331211206,2.8275380715381457,4.088915788703288,-0.57200514100758,-1.1317155593425159,6.070557997465474,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,1,0,0,0,1.0017836643417717,1.319478977319027,-0.01578517127624098,-0.57200514100758,-1.0734317398473874,0.14957750334640643,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,1,0,1,0,-1.0510688510382786,1.203474431609864,-0.3485987626259325,-0.57200514100758,-0.8475819393037646,-0.11651345468835628,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,1,0,0,0,0.1901908094240774,-0.8753270274983361,-0.7746001595535377,-0.57200514100758,1.9208994867148368,6.445642734649487,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,1,0,1,0,0.6045805729938182,-0.24658238975467295,3.2014128784374436,-0.57200514100758,-0.5415918869543402,0.02901455210868785,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,0,0,1,0,0.6838302282387223,-0.7396017090186155,-0.1267230350594715,-0.57200514100758,1.8553301897828176,-0.360074972340313,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,1,0,1,0,-0.5020501550645443,-0.4113088446616843,-0.681412353975624,-0.57200514100758,1.4109160661324631,-0.360074972340313,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,1,0,1,0,2.450238206588998,1.899501705864842,2.7576614233045214,-0.57200514100758,-1.1098591270318425,0.8747819221551074,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,1,0,1,0,1.8611172754310952,2.1512315700537257,2.9795371508709825,-0.57200514100758,-1.284710585517228,-0.360074972340313,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,1,0,0,0,-0.7321605998117962,1.43548352302819,-0.19994202515640364,-0.57200514100758,-0.5561628418281223,-0.360074972340313,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,1,0,1,0,-0.3187256513654884,-0.6525982997367433,-0.6259434220840088,-0.57200514100758,0.6095135480744468,0.28840756840802173,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1,1,0,1,0,-0.5096886760520047,1.899501705864842,0.5389041476399116,-0.57200514100758,-1.1390010367794068,-0.360074972340313,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,1,0,0,0,-0.4065686427212861,1.0097468402755616,-0.16444190874576983,-0.57200514100758,-0.11903419561465887,-0.26873940322082923,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,1,1,0,0,-1.1379570272706434,1.1454721587552825,-0.2554109570480189,0.5622272753493309,-0.8475819393037646,-0.031266923510171435,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,1,1,0,0,-0.9708643806699415,0.8949023400234906,0.07740263430167263,3.3978083162416084,-0.8475819393037646,-0.2638681728677901,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,1,1,0,0,-0.8677443473392229,-0.45887070840244115,-0.5704744901923935,0.5622272753493309,-0.7018723905659434,-0.360074972340313,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,1,1,0,0,-0.9231236244983124,-0.30458466260925443,-0.7191312276619224,0.27866917126010315,-0.5561628418281223,-0.3564215495755336,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,1,1,0,0,2.5533582399197168,3.5235653457931235,1.6482827854722166,1.412901587617014,-1.284710585517228,1.4666364100493623,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,1,1,0,0,-0.7560309778976106,0.31371956602058415,0.3547472937597489,1.412901587617014,-0.34488399615828164,1.6231246851407444,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,1,1,0,0,0.9225340090968677,0.5074471573548862,0.7607798752063726,-0.28844703691835233,-1.284710585517228,-0.055623075275367105,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,1,0,0,0.9779132862559572,0.1594335202273974,1.4264070579057555,1.412901587617014,-1.284710585517228,1.5062151566678053,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,1,1,1,0,-0.15927152575224715,-0.7593224817891732,0.31702842007345056,0.8457853794385586,0.9009326455500891,0.5106574532654322,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,1,1,0,0,0.26180194368152104,0.07243011094552518,-0.07125410316785623,-0.004888932829124595,-1.284710585517228,-0.360074972340313,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,1,0,1,0,-0.8601058263517624,1.43548352302819,0.5389041476399116,-0.57200514100758,-1.284710585517228,-0.360074972340313,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,1,0,0,0,1.113497033783384,-0.9530500731234753,1.4818759897973708,-0.57200514100758,1.629480389239195,-0.360074972340313,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,1,0,0,0,1.0896266556975696,-0.7778832091026393,0.31702842007345056,-0.57200514100758,2.4308829072972107,0.005267304137622072,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1,1,1,0,0,-0.7321605998117962,-0.6328775269661856,0.5766230213262099,1.1293434835277865,-0.7018723905659434,-0.360074972340313,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1,1,1,1,0,0.3973856912089478,-0.06329520753419547,2.9795371508709825,1.412901587617014,0.1359575146765281,-0.360074972340313,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,1,1,0,-0.19937376093641573,0.16871388388413044,-0.1267230350594715,1.6964596917062418,-0.2356018346049158,-0.35581264578140376,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,1,1,0,0.27039527979241457,-0.2663031625252306,0.6121231377368437,0.27866917126010315,1.4837708405013736,-0.360074972340313,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1,1,1,1,0,-0.26334637420639884,-0.5273133903708473,0.09515269250698953,0.27866917126010315,1.4109160661324631,-0.0190888476275736,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,1,1,0,0,-0.7407539359226897,1.3287593409757599,-0.7746001595535377,1.9800177957954694,-0.8475819393037646,-0.11894906986487584,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
0,1,1,0,0,-0.5975316674078024,-0.8846073911550693,-0.237660898842702,-0.28844703691835233,-1.284710585517228,0.05276180007975363,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,1,0,1,0,1.049524420513401,-0.7686028454459063,0.20609055629022002,-0.57200514100758,-1.284710585517228,-0.17740383410134547,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,1,0,0,-0.5259205331503588,-0.3625869354638359,0.20609055629022002,1.1293434835277865,0.05581726287072649,0.005267304137622072,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,1,1,1,0,-0.915485103510852,1.3774812501736085,-0.47728668461447993,-0.004888932829124595,-0.9277221911095662,-0.360074972340313,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,1,1,0,0,0.57211685879711,-0.5075926176002896,-0.7546313440725562,-0.28844703691835233,-0.9204367136726752,0.36269383129186855,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1,1,1,0,0,-0.15927152575224715,1.1651929315258405,1.7215017755691489,1.1293434835277865,1.4910563179382648,-0.2577791349264912,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,1,1,0,0,0.4613583044789309,-0.4205892083184174,1.2045313303392946,1.412901587617014,-0.19188896998356944,0.41323284620464956,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,1,1,0,0,0.8747932529252386,-0.014573298336347037,2.0920342406051384,3.9649245244200637,-0.43230972540097434,0.37669861855685605,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,1,1,0,0.8585613958268845,0.36244147521843256,3.6451643335703654,3.3978083162416084,1.6221949118023038,-0.360074972340313,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,1,0,1,0,-0.5736612893219879,0.536448293782177,1.6482827854722166,-0.57200514100758,-0.5561628418281223,-0.360074972340313,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0,0,-0.6930131797510606,1.6674926144465159,0.7607798752063726,1.9800177957954694,-0.8767238490513288,0.0917316429040667,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,1,1,0,0,-0.35023455043876345,-0.37186729912056893,1.537344921688986,-0.28844703691835233,0.252525153666785,-0.360074972340313,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,1,0,0,0,1.702617964941287,-0.18858011690009147,0.7607798752063726,-0.57200514100758,0.3909492249677151,-0.360074972340313,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0,0,1.0342473785384798,-0.06329520753419547,2.3139099681715996,1.6964596917062418,1.0466421942879103,-0.360074972340313,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,1,1,0,0,2.4425996856015377,1.6674926144465159,1.4264070579057555,0.8457853794385586,-1.284710585517228,5.02933250950336,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1,1,0,0,2.2516366609150213,1.2324755680371546,3.0527561409679143,0.8457853794385586,-1.284710585517228,-0.360074972340313,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,1,1,1,0,-1.0902162710990142,1.1454721587552825,-0.3485987626259325,0.5622272753493309,-0.7018723905659434,-0.055623075275367105,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,1,1,1,0,1.88498765351691,1.9087820695215747,0.22384061449553694,0.27866917126010315,-0.14817610536222312,-0.360074972340313,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,1,0,1,0,-1.2181614976389805,1.087469885900701,-0.18219196695108675,-0.57200514100758,-1.284710585517228,-0.360074972340313,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,1,0,0,0,-1.0988096072099078,1.212754795266597,-0.7546313440725562,-0.57200514100758,-0.5561628418281223,-0.360074972340313,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,1,0,1,0,0.7077006063245368,0.27543806593656034,-0.7368812858672392,-0.57200514100758,0.376378270093933,-0.360074972340313,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,1,0,1,0,-0.6767813226527065,-0.07257557119092851,-0.681412353975624,-0.57200514100758,-0.11903419561465887,-0.360074972340313,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,0,0,0,-1.1704207414673513,0.27543806593656034,-0.5704744901923935,-0.57200514100758,-0.7018723905659434,-0.360074972340313,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,0,0,0,0,-0.7483924569101502,0.9621849765348053,0.29927836186813367,-0.57200514100758,-0.08989228586709465,-0.360074972340313,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1,1,1,1,0,-1.0186051368415705,-0.91360852758236,0.09515269250698953,-0.004888932829124595,-0.7018723905659434,-0.360074972340313,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,1,0,0,0,-0.7884946920943188,1.551488068737353,-0.4972555000954614,-0.57200514100758,-0.5561628418281223,-0.360074972340313,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,1,1,0,0,-0.49345681895365073,-0.18858011690009147,-0.5150055583007782,1.412901587617014,-1.284710585517228,3.938176910422593,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,1,1,1,0,0.3019041788656896,-0.5945960268821618,1.2045313303392946,0.5622272753493309,0.5585152060162094,0.16175557922900424,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1,1,0,1,0,-0.2547530380955053,2.189513070137749,1.7592206492554472,-0.57200514100758,2.2633169262487165,-0.055623075275367105,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
0,1,1,0,0,-0.9231236244983124,-0.5748752541116041,0.13287156619328788,0.8457853794385586,0.31809445059880453,1.164011224366806,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,1,0,1,0,-0.39797530661039254,-0.9426096640096506,-0.7923502177588545,-0.57200514100758,-1.284710585517228,-0.360074972340313,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,1,0,0,-0.8601058263517624,0.7394562487732121,-0.16444190874576983,-0.28844703691835233,-0.7018723905659434,5.607182210132627,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
